location,bhk,total_sqft,bath,price,sqft_per_bedroom
Guni Agrahara,3,1200.0,2.0,120.0,400.0
Ganga Nagar,2,1250.0,2.0,65.0,625.0
Thanisandra,2,1188.0,2.0,39.0,594.0
Whitefield,4,3565.0,4.0,218.0,891.25
Marathahalli,2,1170.0,2.0,85.0,585.0
BEL Road,3,1800.0,3.0,150.0,600.0
Madavara,2,1000.0,2.0,35.0,500.0
Cooke Town,3,2600.0,3.0,375.0,866.6666666666666
Nagarbhavi,5,1200.0,4.0,240.0,240.0
Kasturi Nagar,4,2507.0,4.0,155.0,626.75
Babusapalaya,2,1061.0,2.0,34.0,530.5
KR Puram,2,1290.0,2.0,69.0,645.0
Sarjapur,2,1200.0,2.0,42.6,600.0
Bharathi Nagar,2,1120.0,2.0,39.29,560.0
Electronic City,1,418.0,1.0,12.0,418.0
Sarjapur,3,1333.0,3.0,50.0,444.3333333333333
Sarjapur  Road,3,1691.0,3.0,119.0,563.6666666666666
Thanisandra,1,747.0,1.0,34.355,747.0
Koramangala,3,1700.0,3.0,250.0,566.6666666666666
Thanisandra,3,2030.0,4.0,125.0,676.6666666666666
Balagere,2,1012.0,2.0,70.0,506.0
Kudlu,3,1245.0,2.0,60.0,415.0
7th Phase JP Nagar,3,1765.0,3.0,118.0,588.3333333333334
Gottigere,2,1110.0,2.0,36.25,555.0
Akash Nagar,2,967.0,2.0,47.8,483.5
Sarjapur,2,1044.0,2.0,36.0,522.0
Brookefield,3,1518.0,3.0,80.0,506.0
KR Puram,3,1300.0,2.0,57.0,433.3333333333333
Seetharampalya,3,1798.0,3.0,73.0,599.3333333333334
KR Puram,2,866.28,2.0,36.38,433.14
Whitefield,4,3410.0,5.0,253.0,852.5
Singasandra,2,1179.0,2.0,56.0,589.5
Rajaji Nagar,5,3600.0,5.0,510.0,720.0
Uttarahalli,2,1125.0,2.0,48.0,562.5
Cambridge Layout,3,2098.0,3.0,210.0,699.3333333333334
3rd Phase JP Nagar,3,2400.0,3.0,270.0,800.0
Haralur Road,3,1976.0,3.0,92.0,658.6666666666666
5th Phase JP Nagar,2,1190.0,2.0,61.8,595.0
cooketown,3,1800.0,3.0,192.0,600.0
Jakkur,3,1761.0,3.0,84.52,587.0
Cooke Town,3,1700.0,3.0,120.0,566.6666666666666
Ramamurthy Nagar,4,900.0,4.0,70.0,225.0
Electronic City,2,1128.0,2.0,64.8,564.0
5th Stage BEML Layout,3,2000.0,3.0,85.0,666.6666666666666
Electronic City,3,1220.0,2.0,35.25,406.6666666666667
Shauhardha Layout,1,509.0,1.0,20.0,509.0
Ambedkar Nagar,3,1852.0,4.0,122.0,617.3333333333334
Varthur,2,1045.0,2.0,40.65,522.5
Kaverappa Layout,4,3535.0,4.0,215.0,883.75
Marathahalli,2,1102.0,2.0,53.67,551.0
Omkar Nagar,4,1800.0,3.0,82.0,450.0
Hebbal Kempapura,3,1436.0,2.0,75.0,478.6666666666667
Chikkadunnasandra,3,1397.0,2.0,52.0,465.6666666666667
Kothanur,2,1140.0,2.0,56.0,570.0
Balagere,1,645.0,1.0,55.0,645.0
Bank Of Baroda Colony,5,2350.0,5.0,325.0,470.0
Nagarbhavi,3,1200.0,3.0,225.0,400.0
Bhoopsandra,3,2050.0,3.0,135.0,683.3333333333334
Sarjapur  Road,2,1335.0,2.0,95.0,667.5
Thirumenahalli,2,2100.0,1.0,200.0,1050.0
Hebbal,3,1255.0,3.0,77.68,418.3333333333333
Thanisandra,2,1140.0,2.0,59.0,570.0
Hosakerehalli,3,2376.0,3.0,240.0,792.0
Thanisandra,1,663.0,1.0,46.0,663.0
Victoria Layout,2,1276.0,2.0,146.0,638.0
Kanakpura Road,3,1450.0,3.0,60.9,483.3333333333333
Kodichikkanahalli,3,1400.0,3.0,66.0,466.6666666666667
Divya Unnathi Layout,2,1339.0,2.0,53.56,669.5
Electronic City,3,1220.0,2.0,35.23,406.6666666666667
Malleshwaram,3,2200.0,3.0,275.0,733.3333333333334
Harohalli,2,1305.0,2.0,52.0,652.5
Green Glen Layout,3,1740.0,3.0,80.0,580.0
Anekal,2,680.0,1.0,21.0,340.0
Bannerghatta Road,2,1154.0,2.0,47.0,577.0
Munnekollal,2,1200.0,2.0,40.0,600.0
Hennur,2,1155.0,2.0,54.5,577.5
Sarjapur  Road,3,1525.0,2.0,63.0,508.3333333333333
Giri Nagar,1,600.0,1.0,125.0,600.0
Hebbal,4,2470.0,5.0,192.0,617.5
Padmanabhanagar,2,1100.0,2.0,60.0,550.0
Hormavu,2,1250.0,2.0,65.0,625.0
Kothanur,2,1400.0,2.0,70.0,700.0
Ittamadu,3,1600.0,3.0,100.0,533.3333333333334
Electronic City,2,1060.0,2.0,55.0,530.0
Horamavu Banaswadi,2,1272.0,2.0,50.0,636.0
Kanakpura Road,2,1296.0,2.0,105.0,648.0
Dollars Colony,4,2100.0,3.0,280.0,525.0
Karuna Nagar,3,1945.0,3.0,115.0,648.3333333333334
Chandapura,3,1033.0,2.0,30.47,344.3333333333333
Stage-4 Bommanahalli,3,2300.0,2.0,69.0,766.6666666666666
Gunjur Palya,2,1235.0,2.0,52.76,617.5
3rd Block Koramangala,3,2100.0,3.0,270.0,700.0
2nd Phase JP Nagar,2,850.0,2.0,42.5,425.0
Subramanyapura,3,1880.0,3.0,110.0,626.6666666666666
1st Block Jayanagar,4,2450.0,4.0,368.0,612.5
Kenchenahalli,2,1060.0,2.0,52.0,530.0
Hennur Road,3,2041.0,3.0,138.0,680.3333333333334
Hulimavu,2,1050.0,2.0,125.0,525.0
Vasanthapura,2,1037.0,2.0,36.28,518.5
"Electronic city phase 1, ",2,1150.0,2.0,39.0,575.0
LB Shastri Nagar,2,1184.0,2.0,62.0,592.0
Sarjapur  Road,3,1680.0,3.0,126.0,560.0
Thanisandra,3,1411.0,3.0,100.0,470.3333333333333
Hosa Road,5,900.0,5.0,55.0,180.0
Kanakpura Road,2,900.0,2.0,41.0,450.0
Jakkur Plantation,4,3500.0,4.0,320.0,875.0
Thanisandra,3,1702.0,3.0,120.0,567.3333333333334
Yelahanka,2,1185.0,2.0,45.0,592.5
Kanakpura Road,3,1300.0,3.0,64.0,433.3333333333333
Lavakusha Nagar,3,1545.0,3.0,65.0,515.0
6th Phase JP Nagar,3,1515.0,2.0,135.0,505.0
Jigani,3,1300.0,3.0,55.0,433.3333333333333
JP Nagar,2,1107.0,2.0,57.0,553.5
Old Madras Road,3,1720.0,3.0,106.0,573.3333333333334
Kuvempu Nagar,3,1540.0,3.0,150.0,513.3333333333334
Bannerghatta Road,2,1000.0,2.0,44.5,500.0
Electronic City,1,710.0,1.0,40.42,710.0
Thanisandra,2,1100.0,2.0,38.0,550.0
Sri Balaji Krupa Layout,4,3200.0,4.0,270.0,800.0
Domlur Layout,2,900.0,2.0,160.0,450.0
Bannerghatta Road,2,1250.0,2.0,48.0,625.0
Kaggadasapura,5,2400.0,4.0,130.0,480.0
Hegde Nagar,3,1584.01,3.0,104.0,528.0033333333333
Vasanth nagar,4,875.0,4.0,150.0,218.75
Kammasandra,4,1200.0,6.0,60.0,300.0
Kaggadasapura,3,1485.0,2.0,70.0,495.0
Hennur Road,3,1100.0,2.0,78.0,366.6666666666667
8th Phase JP Nagar,2,1245.0,2.0,59.0,622.5
Hennur Road,4,1880.0,4.0,154.0,470.0
Frazer Town,3,2214.0,3.0,350.0,738.0
Anathanagar,2,1050.0,2.0,45.0,525.0
Vishveshwarya Layout,4,600.0,4.0,95.0,150.0
Bannerghatta Road,3,1640.0,3.0,105.0,546.6666666666666
Basavanapura,2,1165.0,2.0,65.0,582.5
Kengeri Satellite Town,2,1110.0,2.0,43.0,555.0
vinayakanagar,7,1200.0,5.0,200.0,171.42857142857142
St. John's Road,4,4000.0,4.0,630.0,1000.0
Uttarahalli,4,4500.0,4.0,150.0,1125.0
Jaraganahalli Jp Nagar Post,4,600.0,4.0,65.0,150.0
Haralur Road,2,1300.0,2.0,75.0,650.0
adigondanhalli,2,1200.0,1.0,42.0,600.0
Hennur Road,2,1232.0,2.0,69.61,616.0
Jalahalli,3,1704.0,3.0,94.36,568.0
7th Phase JP Nagar,3,1275.0,2.0,88.0,425.0
Sarjapur  Road,3,1222.0,2.0,68.0,407.3333333333333
Varthur,2,1155.0,2.0,39.0,577.5
Electronic City,2,1000.0,2.0,29.95,500.0
Horamavu Banaswadi,2,1200.0,2.0,45.0,600.0
Yelahanka,3,1517.0,3.0,71.28,505.6666666666667
Horamavu Agara,2,1166.0,2.0,37.29,583.0
Electronic City,2,870.0,2.0,24.0,435.0
5th Phase JP Nagar,5,4000.0,5.0,170.0,800.0
Rajaji Nagar,4,1350.0,4.0,230.0,337.5
Yelahanka,4,3019.0,6.0,190.0,754.75
Whitefield,3,1345.0,3.0,58.0,448.3333333333333
Dommasandra,3,900.0,3.0,75.0,300.0
EPIP Zone,4,3800.0,5.0,170.0,950.0
Chandapura,3,971.0,2.0,38.0,323.6666666666667
Hennur,2,1255.0,2.0,52.32,627.5
EPIP Zone,2,1810.0,2.0,65.0,905.0
"Whitefield, ",2,1300.0,2.0,58.0,650.0
Thanisandra,2,1185.0,2.0,45.0,592.5
Pattandur Agrahara,2,1350.0,2.0,68.0,675.0
Budigere,3,1590.0,3.0,76.16,530.0
Thyagaraja Nagar,7,3000.0,6.0,180.0,428.57142857142856
Brookefield,4,1560.0,3.0,149.0,390.0
Somasundara Palya,3,1650.0,3.0,126.0,550.0
Off Bannergatta Road,3,1645.0,3.0,87.0,548.3333333333334
Hennur Road,3,1748.0,3.0,103.0,582.6666666666666
Channasandra,3,1200.0,3.0,67.77,400.0
Kengeri Satellite Town,2,1170.0,2.0,50.0,585.0
Sarjapur  Road,4,3420.0,4.0,225.0,855.0
Hulimavu,3,1320.0,2.0,65.0,440.0
Bhoganhalli,3,1610.0,3.0,84.53,536.6666666666666
Frazer Town,3,1870.0,3.0,180.0,623.3333333333334
Sarjapur  Road,3,1510.0,2.0,110.0,503.3333333333333
Kammagondahalli,6,2700.0,7.0,110.0,450.0
Kanakapura  Rod,3,1305.0,2.0,45.68,435.0
Mahadevpura,3,1500.0,2.0,70.0,500.0
Indira Nagar,2,1149.0,2.0,130.0,574.5
Thanisandra,4,1948.0,4.0,129.0,487.0
Margondanahalli,3,1448.0,3.0,70.0,482.6666666666667
Sarjapur  Road,2,1242.0,2.0,78.0,621.0
Sonnenahalli,2,1268.0,2.0,58.0,634.0
Ramamurthy Nagar,2,1101.0,2.0,50.0,550.5
Kallumantapa,2,1255.0,2.0,65.0,627.5
Gunjur,3,1362.0,3.0,62.63,454.0
Sarjapur  Road,3,984.0,3.0,140.0,328.0
Hosa Road,2,1089.0,2.0,32.67,544.5
Byrathi Village,2,800.0,1.0,95.0,400.0
Uttarahalli,3,1345.0,2.0,57.0,448.3333333333333
Thanisandra,8,3600.0,9.0,125.0,450.0
Krishna Nagar,4,1650.0,2.0,140.0,412.5
Kaggalipura,2,950.0,2.0,45.0,475.0
HBR Layout,2,1068.0,2.0,43.0,534.0
Yelahanka New Town,2,860.0,1.0,31.0,430.0
Kengeri,8,3000.0,5.0,130.0,375.0
Yelahanka,3,1756.0,3.0,66.73,585.3333333333334
Whitefield,2,1205.0,2.0,41.0,602.5
Hoodi,8,1120.0,8.0,155.0,140.0
Banashankari,3,1800.0,3.0,125.0,600.0
Ashok Nagar,4,8321.0,5.0,2912.0,2080.25
Hormavu,3,1604.0,3.0,68.0,534.6666666666666
Old Airport Road,4,2732.0,4.0,204.0,683.0
Chandapura,2,1015.0,2.0,25.88,507.5
Banashankari,3,1200.0,2.0,42.0,400.0
Ananth Nagar,2,1010.0,2.0,38.0,505.0
Nagarbhavi,2,1250.0,3.0,170.0,625.0
Doddakallasandra,2,1010.0,2.0,41.0,505.0
Yelahanka,2,1050.0,2.0,33.1,525.0
Harlur,3,1710.0,3.0,85.0,570.0
Mysore Road,3,1248.52,3.0,115.0,416.17333333333335
Attibele,1,410.0,1.0,10.0,410.0
Bannerghatta Road,3,1656.0,2.0,62.93,552.0
Naganathapura,3,1451.0,3.0,68.0,483.6666666666667
Giri Nagar,6,1200.0,3.0,175.0,200.0
JP Nagar,2,1250.0,2.0,93.0,625.0
Meenakunte,3,4395.0,3.0,240.0,1465.0
Hebbal,4,4600.0,6.0,650.0,1150.0
Sonnenahalli,3,1340.0,2.0,42.0,446.6666666666667
Abbaiah Reddy Layout,2,1100.0,2.0,38.5,550.0
Whitefield,4,6000.0,6.0,700.0,1500.0
 Devarachikkanahalli,3,1700.0,3.0,71.0,566.6666666666666
Yelahanka,6,1200.0,5.0,150.0,200.0
KR Puram,2,1096.0,2.0,43.0,548.0
Electronic City Phase II,2,1160.0,2.0,33.5,580.0
"Sarjapur Road, ",3,1936.0,3.0,139.0,645.3333333333334
Nehru Nagar,3,1269.0,2.0,63.0,423.0
Richmond Road,3,3500.0,3.0,630.0,1166.6666666666667
Panathur,3,1586.0,3.0,125.0,528.6666666666666
Rajaji Nagar,2,1376.0,2.0,124.0,688.0
Kanakpura Road,3,1452.0,3.0,56.5,484.0
Hosa Road,3,1538.0,3.0,107.0,512.6666666666666
Hosur Road,3,1427.0,2.0,130.0,475.6666666666667
Upadhyaya Layout,2,935.0,2.0,40.0,467.5
Ashwath Nagar,2,1220.0,2.0,65.0,610.0
Harlur,2,1197.0,2.0,77.0,598.5
Varthur,2,674.0,1.0,19.9,337.0
Kengeri,1,410.0,1.0,15.0,410.0
Thanisandra,3,1573.0,3.0,90.0,524.3333333333334
Dodda Nekkundi,2,1135.0,2.0,58.0,567.5
Huskur,3,1400.0,2.0,40.43,466.6666666666667
Agrahara Dasarahalli,1,1200.0,1.0,65.0,1200.0
Ittamadu,3,1800.0,3.0,95.0,600.0
Avalahalli,3,2045.0,3.0,108.0,681.6666666666666
Sonnenahalli,2,1268.0,2.0,56.0,634.0
Kambipura,2,883.0,2.0,39.0,441.5
Yelahanka,3,1600.0,3.0,100.0,533.3333333333334
Thanisandra,2,1056.0,2.0,70.0,528.0
Jigani,10,1200.0,11.0,105.0,120.0
Whitefield,4,4500.0,4.0,330.0,1125.0
KR Puram,2,1204.0,2.0,58.0,602.0
Tejaswini Nagar,3,1410.0,2.0,54.0,470.0
Hennur Road,2,1460.0,2.0,80.3,730.0
Dodda Nekkundi,2,1100.0,2.0,41.18,550.0
Govindapura,2,1310.0,2.0,88.0,655.0
Sector 2 HSR Layout,3,1600.0,3.0,90.0,533.3333333333334
Lottegolla Halli,2,1250.0,2.0,55.0,625.0
Sarjapur  Road,3,1665.0,3.0,74.93,555.0
Uttarahalli,3,1345.0,2.0,57.0,448.3333333333333
Hosahalli Extension,5,2000.0,5.0,240.0,400.0
Singasandra,2,1416.0,2.0,67.0,708.0
HSR Layout,2,1145.0,2.0,46.0,572.5
Munnekollal,10,7200.0,10.0,200.0,720.0
Jigani,3,1231.0,3.0,58.0,410.3333333333333
Yelahanka,3,1664.0,3.0,73.95,554.6666666666666
TC Palaya,3,2000.0,3.0,76.0,666.6666666666666
Rajiv Nagar,2,972.0,2.0,43.0,486.0
3rd Phase JP Nagar,4,4500.0,4.0,345.0,1125.0
Bellandur,2,1185.0,2.0,47.39,592.5
Green Glen Layout,3,1750.0,3.0,81.0,583.3333333333334
Byadarahalli,3,3155.0,4.0,316.0,1051.6666666666667
Balagere,2,1007.0,2.0,68.0,503.5
Rajaji Nagar,3,1700.0,3.0,200.0,566.6666666666666
Whitefield,2,1250.0,2.0,85.0,625.0
Telecom Layout,2,1200.0,2.0,54.0,600.0
Horamavu Agara,2,994.0,2.0,42.28,497.0
Ramamurthy Nagar,2,1150.0,2.0,40.0,575.0
Thanisandra,2,1220.0,2.0,46.0,610.0
Hennur Gardens,2,1441.0,2.0,115.0,720.5
Old Madras Road,2,1157.0,2.0,47.32,578.5
RPC layout,6,1300.0,6.0,150.0,216.66666666666666
Thigalarapalya,2,1400.0,2.0,105.0,700.0
Tindlu,3,1370.07,3.0,65.0,456.69
Magadi Road,5,1200.0,4.0,130.0,240.0
Judicial Layout,2,900.0,2.0,40.0,450.0
Kodipalya,1,418.0,1.0,17.0,418.0
Vishwapriya Nagar,3,1200.0,3.0,80.0,400.0
ISRO Layout,2,1200.0,2.0,43.0,600.0
Talaghattapura,2,1062.0,2.0,42.48,531.0
Kanakpura Road,2,1120.0,2.0,51.0,560.0
Bannerghatta Road,2,1012.0,2.0,44.0,506.0
Postal Colony,3,1500.0,2.0,200.0,500.0
ISRO Layout,4,950.0,4.0,180.0,237.5
Kadabagere,2,675.0,2.0,13.5,337.5
Kanakpura Road,2,1430.0,2.0,78.0,715.0
Channasandra,3,1195.0,2.0,56.0,398.3333333333333
Old Madras Road,3,2640.0,5.0,150.0,880.0
Bisuvanahalli,3,1075.0,2.0,42.0,358.3333333333333
Hennur Road,3,1570.0,3.0,75.99,523.3333333333334
Kammanahalli,6,782.0,4.0,85.0,130.33333333333334
Sonnenahalli,2,1011.0,2.0,59.0,505.5
7th Phase JP Nagar,3,1450.0,2.0,102.0,483.3333333333333
Sarjapur  Road,2,1129.0,2.0,69.0,564.5
Sarjapura - Attibele Road,2,1126.0,2.0,36.0,563.0
Attibele,3,1200.0,3.0,110.0,400.0
Sarjapur  Road,3,1180.0,2.0,45.0,393.3333333333333
1st Block HRBR Layout,3,600.0,4.0,125.0,200.0
Bannerghatta,4,940.0,4.0,45.0,235.0
Hennur Road,3,1933.0,3.0,140.0,644.3333333333334
TC Palaya,2,1082.0,2.0,64.0,541.0
LB Shastri Nagar,8,2400.0,8.0,250.0,300.0
Anwar Layout,1,610.0,1.0,28.0,610.0
Raja Rajeshwari Nagar,4,1560.0,4.0,160.0,390.0
Kathriguppe,3,1300.0,3.0,77.99,433.3333333333333
Kudlu Gate,4,3850.0,6.0,205.0,962.5
CV Raman Nagar,2,1125.0,2.0,46.0,562.5
Bileshivale,6,2400.0,7.0,107.0,400.0
Kengeri Satellite Town,2,777.4,2.0,25.0,388.7
Battarahalli,4,2500.0,3.0,65.0,625.0
Old Airport Road,3,1798.0,3.0,150.0,599.3333333333334
Dodda Nekkundi Extension,3,1864.0,3.0,120.0,621.3333333333334
Whitefield,2,1115.0,2.0,51.91,557.5
Kengeri,1,400.0,1.0,25.0,400.0
Rajaji Nagar,2,1200.0,2.0,70.0,600.0
Ananth Nagar,2,992.0,2.0,24.8,496.0
Jakkasandra Extension,2,950.0,2.0,57.0,475.0
R.T. Nagar,4,1500.0,4.0,185.0,375.0
Bellandur,2,1200.0,2.0,62.0,600.0
GM Palaya,3,1735.0,3.0,70.0,578.3333333333334
BTM 2nd Stage,3,1750.0,3.0,172.0,583.3333333333334
HSR Layout,2,1009.0,2.0,56.0,504.5
Jalahalli,3,1470.0,2.0,102.0,490.0
Bannerghatta Road,3,1527.0,3.0,115.0,509.0
Singapura Village,2,985.0,2.0,45.0,492.5
Chandapura,4,3300.0,4.0,135.0,825.0
Whitefield,2,1277.0,2.0,77.0,638.5
Nallurhalli,2,1100.0,2.0,62.0,550.0
Whitefield,3,1820.0,3.0,140.0,606.6666666666666
Puttanahalli,4,1530.0,3.0,87.0,382.5
Banashankari,3,1886.0,3.0,205.0,628.6666666666666
Chandra Layout,3,1200.0,2.0,190.0,400.0
Jakkur,3,1880.0,4.0,110.0,626.6666666666666
Hennur,2,1255.0,2.0,52.35,627.5
Kanakpura Road,2,700.0,2.0,36.0,350.0
Somasundara Palya,2,1140.0,2.0,46.0,570.0
Electronic City Phase II,2,1025.0,2.0,29.6,512.5
Whitefield,4,3453.0,4.0,247.0,863.25
Uttarahalli,3,1490.0,2.0,59.6,496.6666666666667
Akshaya Vana,4,1200.0,4.0,165.0,300.0
Sarjapur  Road,3,1850.0,3.0,140.0,616.6666666666666
Kaikondrahalli,2,1250.0,2.0,78.0,625.0
Kamakya Layout,4,2400.0,3.0,108.0,600.0
Kodihalli,4,3522.0,5.0,716.0,880.5
Jalahalli,2,1244.0,2.0,88.0,622.0
Kumaraswami Layout,4,623.0,4.0,75.0,155.75
Kengeri Satellite Town,2,1025.0,2.0,28.57,512.5
Sarjapur  Road,2,1034.0,2.0,38.0,517.0
Kengeri Satellite Town,3,1191.0,2.0,33.34,397.0
Kasavanhalli,3,1719.0,3.0,71.0,573.0
7th Phase JP Nagar,2,1035.0,2.0,39.33,517.5
2nd Stage Nagarbhavi,4,1500.0,3.0,230.0,375.0
Hosa Road,3,1470.0,2.0,84.22,490.0
Yelahanka,2,1140.0,2.0,50.66,570.0
Harlur,3,1752.12,3.0,125.0,584.04
BTM 1st Stage,6,600.0,6.0,80.0,100.0
2nd Stage Nagarbhavi,4,600.0,3.0,84.0,150.0
Old Madras Road,3,2990.0,3.0,170.0,996.6666666666666
Bannerghatta Road,3,1660.0,3.0,85.0,553.3333333333334
Electronic City,3,1275.0,3.0,63.43,425.0
Bommasandra Industrial Area,3,1365.0,3.0,52.81,455.0
"MEI layout, Bagalgunte",3,1200.0,2.0,90.0,400.0
Kanakpura Road,3,2546.0,3.0,170.0,848.6666666666666
Banashankari Stage VI,3,1392.0,3.0,69.46,464.0
Whitefield,2,1245.0,2.0,59.76,622.5
Rayasandra,5,1200.0,3.0,65.0,240.0
Yeshwanthpur,2,1162.0,2.0,64.08,581.0
Singasandra,3,1476.0,2.0,73.0,492.0
KR Puram,1,700.0,1.0,21.5,700.0
Gnana Bharathi,6,3600.0,6.0,170.0,600.0
Jigani,2,943.0,2.0,48.0,471.5
Pai Layout,2,1150.0,2.0,170.0,575.0
Sarjapur  Road,2,1113.0,2.0,44.5,556.5
Varthur,3,1615.0,3.0,69.43,538.3333333333334
Keshava Nagar,2,1279.0,2.0,100.0,639.5
Kacharakanahalli,2,1256.0,2.0,60.0,628.0
Benson Town,3,1805.0,3.0,280.0,601.6666666666666
Sompura,3,1350.0,3.0,65.0,450.0
SRINIVASAPURA,3,1525.0,3.0,68.63,508.3333333333333
Rajaji Nagar,2,1357.0,2.0,123.0,678.5
Hebbal,3,1645.0,3.0,117.0,548.3333333333334
Ardendale,3,1777.26,3.0,92.0,592.42
Bisuvanahalli,2,845.0,2.0,32.0,422.5
Sidedahalli,2,900.0,2.0,25.0,450.0
Varthur,2,1210.0,2.0,64.15,605.0
Electronic City Phase II,2,829.0,2.0,22.8,414.5
Sarjapur  Road,3,1879.0,3.0,155.0,626.3333333333334
Hosur Road,3,1250.0,2.0,50.0,416.6666666666667
Jeevanhalli,4,1200.0,2.0,35.0,300.0
Marathahalli,3,1108.0,2.0,60.0,369.3333333333333
Kanakpura Road,3,1401.0,3.0,69.0,467.0
Sarjapur  Road,3,1157.0,2.0,75.0,385.6666666666667
Ramamurthy Nagar Extension,2,1185.0,2.0,42.66,592.5
Green Glen Layout,3,1751.0,3.0,115.0,583.6666666666666
Mahalakshmi Puram,5,1550.0,3.0,250.0,310.0
Bannerghatta Road,3,1880.0,3.0,96.5,626.6666666666666
Whitefield,3,1322.5,3.0,40.985,440.8333333333333
Channasandra,2,1175.0,2.0,38.0,587.5
Jalahalli,2,1407.0,2.0,98.49,703.5
Yelachenahalli,2,1000.0,2.0,50.0,500.0
Electronic City,3,1518.0,3.0,75.0,506.0
"Gubbi Cross, Hennur Main Road",4,3600.0,4.0,300.0,900.0
Tumkur Road,2,1027.0,2.0,67.0,513.5
Dairy Circle,4,3730.0,6.0,430.0,932.5
HSR Layout,2,1145.0,2.0,46.0,572.5
Rajaji Nagar,2,1260.0,2.0,113.0,630.0
Begur Road,3,1500.0,2.0,47.25,500.0
Varthur,3,1737.0,2.0,57.32,579.0
Byrathi Village,3,1600.0,4.0,120.0,533.3333333333334
Hegde Nagar,3,1500.0,3.0,135.0,500.0
Sabari Nagar,2,1120.0,2.0,60.0,560.0
Banashankari Stage V,3,1200.0,4.0,240.0,400.0
Hennur Road,2,1030.0,2.0,46.5,515.0
Gubbalala,6,2500.0,6.0,88.0,416.6666666666667
Kammasandra,2,1057.0,2.0,35.0,528.5
Old Airport Road,4,2774.0,4.0,208.0,693.5
Thanisandra,2,1460.0,2.0,38.5,730.0
Hormavu,2,1075.0,2.0,53.7,537.5
Mysore Road,3,1080.0,2.0,60.0,360.0
Kodihalli,4,3626.0,5.0,788.0,906.5
Ashraya Layout,6,5100.0,7.0,225.0,850.0
Singasandra,2,1139.7,2.0,45.0,569.85
Whitefield,2,1074.0,2.0,42.8,537.0
Whitefield,2,1200.0,2.0,46.13,600.0
Sarjapur  Road,4,2425.0,5.0,175.0,606.25
Sarjapur  Road,2,1323.0,2.0,74.0,661.5
Hennur Road,2,1232.0,2.0,69.61,616.0
Kalena Agrahara,2,900.0,2.0,40.0,450.0
Sarjapura - Attibele Road,1,740.0,1.0,23.65,740.0
Hebbal,3,1920.0,3.0,134.0,640.0
Bannerghatta Road,3,1550.0,3.0,96.0,516.6666666666666
Gunjur,3,1588.0,2.0,90.0,529.3333333333334
Rajaji Nagar,3,2300.0,4.0,240.0,766.6666666666666
R.T. Nagar,9,3600.0,8.0,165.0,400.0
"Thanisandra Main Road, ",2,1308.0,2.0,86.0,654.0
Hennur,3,1340.0,2.0,54.27,446.6666666666667
Kogilu,10,3280.0,9.0,450.0,328.0
Infantry Road,4,2170.0,3.0,265.0,542.5
Thanisandra,3,1719.0,3.0,135.0,573.0
Horamavu Agara,2,1107.83,2.0,41.51,553.915
Whitefield,2,1200.0,2.0,45.84,600.0
Electronic City,1,1090.0,2.0,31.48,1090.0
Sarvabhouma Nagar,5,1500.0,5.0,210.0,300.0
Jakkur,3,1660.0,3.0,104.0,553.3333333333334
Nagavara,2,1247.0,2.0,58.56,623.5
Thanisandra,3,1595.0,3.0,96.0,531.6666666666666
Kaggadasapura,2,1175.0,2.0,50.0,587.5
9th Phase JP Nagar,8,1200.0,8.0,135.0,150.0
Old Airport Road,2,1184.0,2.0,78.0,592.0
Byrasandra,2,1100.0,2.0,55.0,550.0
Kaval Byrasandra,2,935.0,2.0,78.0,467.5
Yelahanka,2,1200.0,2.0,60.0,600.0
Rajaji Nagar,5,2400.0,5.0,408.0,480.0
Neelamangala,2,1000.0,2.0,45.0,500.0
Uttarahalli,2,1000.0,2.0,52.0,500.0
Yelahanka,3,1705.0,3.0,85.0,568.3333333333334
Tumkur Road,3,1060.0,2.0,58.3,353.3333333333333
Chikka Tirupathi,4,2325.0,4.0,120.0,581.25
Kammagondahalli,3,1347.0,2.0,55.0,449.0
Kathreguppe,8,1200.0,8.0,250.0,150.0
Varthur,2,1402.0,2.0,95.0,701.0
Whitefield,3,2280.0,4.0,125.0,760.0
Whitefield ECC Road,2,1225.0,2.0,71.05,612.5
5th Phase JP Nagar,2,1080.0,2.0,53.0,540.0
Koppa,7,4000.0,7.0,90.0,571.4285714285714
Lavelle Road,3,1919.0,3.0,300.0,639.6666666666666
Begur Road,2,1100.0,2.0,42.6,550.0
Sarjapur  Road,4,2500.0,4.0,225.0,625.0
Bannerghatta Road,2,1200.0,2.0,78.0,600.0
Begur Road,3,1565.0,2.0,57.91,521.6666666666666
Maruthi nagar kogilu,2,1200.0,3.0,78.0,600.0
Kothanur,3,1581.0,3.0,76.0,527.0
Whitefield,4,2882.0,5.0,200.0,720.5
TC Palaya,5,1440.0,5.0,97.0,288.0
Krishna Reddy Layout,3,2180.0,3.0,273.0,726.6666666666666
Nagasandra,4,7000.0,8.0,450.0,1750.0
Abbigere,2,985.0,2.0,38.92,492.5
Sarjapur,2,950.0,2.0,35.0,475.0
Jai Bheema Nagar,2,1339.0,2.0,55.0,669.5
Ayappa Nagar,3,1449.0,3.0,72.0,483.0
Chikkasandra,4,1200.0,4.0,180.0,300.0
Brindavan Layout,2,1100.0,2.0,38.68,550.0
Hoskote,2,1003.5,2.0,28.095,501.75
Kaval Byrasandra,3,2700.0,3.0,200.0,900.0
Billamaranahalli,2,1100.0,2.0,55.0,550.0
